level,character,meaning,sound
7,直 ,곧을,직
6,集 ,모을,집
6,窓 ,창문,창
7,千 ,일천,천
7,川 ,내,천
7,天 ,하늘,천
8,靑 ,푸를,청
6,淸 ,맑을,청
6,體 ,몸,체
7,草 ,풀,초
8,寸 ,마디,촌
7,村 ,마을,촌
7,秋 ,가을,추
7,春 ,봄,춘
7,出 ,날,출
6,親 ,친할,친
8,七 ,일곱,칠
6,太 ,클,태
8,土 ,흙,토
6,通 ,통할,통
6,特 ,특별할,특
8,八 ,여덟,팔
7,便 ,편할/똥오줌,편/변
7,平 ,평평할,평
6,表 ,겉,표
6,風 ,바람,풍
7,夏 ,여름,하
7,下 ,아래,하
8,學 ,배울,학
8,韓 ,나라이름,한
7,漢 ,한나라,한
6,合 ,합할,합
7,海 ,바다,해
6,幸 ,다행,행
6,行 ,다닐/항렬,행/항
6,向 ,향할,향
6,現 ,나타날,현
8,兄 ,형,형
6,形 ,모양,형
6,號 ,부르짖을/이름,호
8,火 ,불,화
7,話 ,말씀,화
7,花 ,꽃,화
6,和 ,화할,화
6,畫 ,그림/그을,화/획
7,活 ,살,활
6,黃 ,누를,황
6,會 ,모일,회
7,孝 ,효도,효
7,後 ,뒤,후
6,訓 ,가르칠,훈
7,休 ,쉴,휴
