level,character,meaning,sound
2,幻,헛보일,환
2,桓,굳셀,환
7,活 ,살,활
2,滑,미끄러울/익살스러울,활/골
6,黃 ,누를,황
4,況 ,하물며/상황,황
3,皇,임금,황
3,荒,거칠,황
2,晃,밝을,황
2,滉,깊을,황
6,會 ,모일,회
4,回 ,돌아올,회
4,灰 ,재,회
3,悔,뉘우칠,회
3,懷,품을,회
2,淮,물이름,회
2,檜,전나무,회
2,廻,돌,회
3,劃,그을,획
3,獲,얻을,획
3,橫,가로,횡
7,孝 ,효도,효
5,效 ,본받을,효
3,曉,새벽,효
7,後 ,뒤,후
4,厚 ,두터울,후
4,候 ,기후,후
3,侯,제후,후
2,喉,목구멍,후
2,后,뒤/임금,후
6,訓 ,가르칠,훈
2,薰,향풀,훈
2,勳,공적,훈
2,壎,질나발,훈
2,熏,불길,훈
3,毁,헐,훼
4,揮 ,휘두를,휘
3,輝,빛날,휘
2,徽,아름다울/표기,휘
7,休 ,쉴,휴
3,携,이끌,휴
2,烋,아름다울,휴
5,凶 ,흉할,흉
3,胸,가슴,흉
2,匈,오랑캐/가슴,흉
5,黑 ,검을,흑
2,欽,공경할,흠
4,吸 ,마실,흡
4,興 ,일,흥
4,希 ,바랄,희
4,喜 ,기쁠,희
3,稀,드물,희
3,戲,희롱할,희
2,羲,복희,희
2,姬,아가씨,희
2,熙,빛날,희
2,嬉,아름다울,희
2,熹,빛날,희
2,禧,복,희
2,憙,기뻐할,희
2,噫,한숨쉴/트림할,희/애
